2022-04-18 16:37:42:989  INFO main c.i.S.S.W.SecureAccessMngWebApplication:48 - Starting SecureAccessMngWebApplication on DESKTOP-0DU5PP8 with PID 24860 (E:\project\git\SecureAccess\SecureAccessMng-Web\SecureAccessMng-Web\target\classes started by for in E:\project\git\SecureAccess\SecureAccessMng-Web\SecureAccessMng-Web)
2022-04-18 16:37:46:092  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/code/Register.do],methods=[GET]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.code.act.CtnCodeAction.Register(org.springframework.ui.Model)
2022-04-18 16:37:46:094  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/nrlmber/ProcSelectOneData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.nrlmber.act.NrlmberAct.ProcSelectOneData(org.springframework.ui.Model)
2022-04-18 16:37:46:094  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/nrlmber/SelectOneData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.nrlmber.act.NrlmberAct.SelectOneData(org.springframework.ui.Model)
2022-04-18 16:37:46:094  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/nrlmber/ModifyData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.nrlmber.act.NrlmberAct.ModifyData(org.springframework.ui.Model)
2022-04-18 16:37:46:095  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/nrlmber/DeleteData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.nrlmber.act.NrlmberAct.DeleteData(org.springframework.ui.Model)
2022-04-18 16:37:46:095  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/nrlmber/RegisterData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.nrlmber.act.NrlmberAct.RegisterData(org.springframework.ui.Model)
2022-04-18 16:37:46:095  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/nrlmber/ProcDeleteData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.nrlmber.act.NrlmberAct.ProcDeleteData(org.springframework.ui.Model)
2022-04-18 16:37:46:095  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/nrlmber/ProcModifyData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.nrlmber.act.NrlmberAct.ProcModifyData(org.springframework.ui.Model)
2022-04-18 16:37:46:096  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/nrlmber/ProcRegisterData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.nrlmber.act.NrlmberAct.ProcRegisterData(org.springframework.ui.Model)
2022-04-18 16:37:46:096  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/nrlmber/ListData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.nrlmber.act.NrlmberAct.ListData(org.springframework.ui.Model)
2022-04-18 16:37:46:096  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/nrlmber/uniqIdChk.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.nrlmber.act.NrlmberAct.uniqIdChk(org.springframework.ui.Model)
2022-04-18 16:37:46:096  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/nrlmber/ListExcelData.do]}" onto public void com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.nrlmber.act.NrlmberAct.ListExcelData(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.springframework.ui.Model) throws jxl.write.WriteException,java.io.IOException
2022-04-18 16:37:46:097  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/nrlmber/RegisterContent.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.nrlmber.act.NrlmberAct.RegisterContent(org.springframework.ui.Model)
2022-04-18 16:37:46:097  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/nrlmber/ListPagingData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.nrlmber.act.NrlmberAct.ListPagingDatas(org.springframework.ui.Model)
2022-04-18 16:37:46:097  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/nrlmber/CallAuth.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.nrlmber.act.NrlmberAct.CallAuth(org.springframework.ui.Model)
2022-04-18 16:37:46:097  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/nrlmber/CallAuthPage.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.nrlmber.act.NrlmberAct.CallAuthPage(org.springframework.ui.Model)
2022-04-18 16:37:46:098  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/nrlmber/history/ListPagingData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.nrlmber.act.NrlmberHistoryAct.ListPagingDatas(org.springframework.ui.Model)
2022-04-18 16:37:46:099  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqacclog/SelectOneData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqacclog.act.EqAccLogAction.SelectOneData(org.springframework.ui.Model)
2022-04-18 16:37:46:099  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqacclog/ModifyData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqacclog.act.EqAccLogAction.ModifyData(org.springframework.ui.Model)
2022-04-18 16:37:46:100  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqacclog/DeleteData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqacclog.act.EqAccLogAction.DeleteData(org.springframework.ui.Model)
2022-04-18 16:37:46:100  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqacclog/ListPagingData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqacclog.act.EqAccLogAction.ListPagingData(org.springframework.ui.Model)
2022-04-18 16:37:46:100  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqacclog/RegisterData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqacclog.act.EqAccLogAction.RegisterData(org.springframework.ui.Model)
2022-04-18 16:37:46:101  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqacclog/ListExcelData]}" onto public void com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqacclog.act.EqAccLogAction.ListExcelData(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.springframework.ui.Model) throws jxl.write.WriteException,java.io.IOException
2022-04-18 16:37:46:101  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqacclog/EqList/ListData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqacclog.act.EqAccLogAction.EqListListData(org.springframework.ui.Model)
2022-04-18 16:37:46:101  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqacclog/pop/SelectOneData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqacclog.act.EqAccLogAction.popSelectOneData(org.springframework.ui.Model)
2022-04-18 16:37:46:102  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/idcinfo/SelectOneData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqidc.act.EqIdcAction.SelectOneData(org.springframework.ui.Model)
2022-04-18 16:37:46:102  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/idcinfo/ModifyData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqidc.act.EqIdcAction.ModifyData(org.springframework.ui.Model)
2022-04-18 16:37:46:102  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/idcinfo/DeleteData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqidc.act.EqIdcAction.DeleteData(org.springframework.ui.Model)
2022-04-18 16:37:46:102  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/idcinfo/ListPagingData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqidc.act.EqIdcAction.ListPagingData(org.springframework.ui.Model)
2022-04-18 16:37:46:103  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/idcinfo/RegisterData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqidc.act.EqIdcAction.RegisterData(org.springframework.ui.Model)
2022-04-18 16:37:46:104  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqidpwd/SelectOneData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqidpwd.act.EqIdpwdAction.SelectOneData(org.springframework.ui.Model)
2022-04-18 16:37:46:104  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqidpwd/ModifyData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqidpwd.act.EqIdpwdAction.ModifyData(org.springframework.ui.Model)
2022-04-18 16:37:46:104  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqidpwd/DeleteData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqidpwd.act.EqIdpwdAction.DeleteData(org.springframework.ui.Model)
2022-04-18 16:37:46:104  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqidpwd/ || /eqidpwd/ListPagingData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqidpwd.act.EqIdpwdAction.ListPagingData(org.springframework.ui.Model)
2022-04-18 16:37:46:105  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqidpwd/RegisterData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqidpwd.act.EqIdpwdAction.RegisterData(org.springframework.ui.Model)
2022-04-18 16:37:46:105  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqidpwd/ListData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqidpwd.act.EqIdpwdAction.ListData(org.springframework.ui.Model)
2022-04-18 16:37:46:105  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqidpwd/Register.do],methods=[GET]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqidpwd.act.EqIdpwdAction.Register(org.springframework.ui.Model)
2022-04-18 16:37:46:106  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqlist/SelectOneData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqlist.act.EqListAction.SelectOneData(org.springframework.ui.Model)
2022-04-18 16:37:46:106  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqlist/ModifyData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqlist.act.EqListAction.ModifyData(org.springframework.ui.Model)
2022-04-18 16:37:46:106  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqlist/DeleteData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqlist.act.EqListAction.DeleteData(org.springframework.ui.Model)
2022-04-18 16:37:46:106  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqlist/ || /eqlist/ListPagingData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqlist.act.EqListAction.ListPagingData(org.springframework.ui.Model)
2022-04-18 16:37:46:107  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqlist/RegisterData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqlist.act.EqListAction.RegisterData(org.springframework.ui.Model)
2022-04-18 16:37:46:107  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/eqlist/Register.do],methods=[GET]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.eqlist.act.EqListAction.Register(org.springframework.ui.Model)
2022-04-18 16:37:46:108  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/login/ || /login/index.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.login.act.LoginAct.index(org.springframework.ui.Model)
2022-04-18 16:37:46:109  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/login/ModifyPasswordProc.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.login.act.LoginAct.ModifyPasswordProc(org.springframework.ui.Model)
2022-04-18 16:37:46:109  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/login/ProcSelectOneData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.login.act.LoginAct.ProcSelectOneData(org.springframework.ui.Model)
2022-04-18 16:37:46:110  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/login/SelectOneData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.login.act.LoginAct.SelectOneData(org.springframework.ui.Model)
2022-04-18 16:37:46:110  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/login/DeleteData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.login.act.LoginAct.DeleteData(org.springframework.ui.Model,javax.servlet.http.HttpServletRequest)
2022-04-18 16:37:46:110  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/login/ListPagingData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.login.act.LoginAct.ListPagingData(org.springframework.ui.Model)
2022-04-18 16:37:46:110  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/login/CallAuth.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.login.act.LoginAct.CallAuth(org.springframework.ui.Model)
2022-04-18 16:37:46:110  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/login/CallAuthPage.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.login.act.LoginAct.CallAuthPage(org.springframework.ui.Model)
2022-04-18 16:37:46:111  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/login/ModifyPassword.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.login.act.LoginAct.ModifyPassword(org.springframework.ui.Model)
2022-04-18 16:37:46:113  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2022-04-18 16:37:46:113  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2022-04-18 16:37:46:139  INFO main o.s.w.s.h.SimpleUrlHandlerMapping:362 - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2022-04-18 16:37:46:139  INFO main o.s.w.s.h.SimpleUrlHandlerMapping:362 - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2022-04-18 16:37:46:174  INFO main o.s.w.s.h.SimpleUrlHandlerMapping:362 - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2022-04-18 16:37:46:197  INFO main o.s.b.a.w.WebMvcAutoConfiguration$WelcomePageHandlerMapping:549 - Adding welcome page: ServletContext resource [/index.html]
2022-04-18 16:37:46:396  INFO main o.s.j.e.a.AnnotationMBeanExporter:431 - Registering beans for JMX exposure on startup
2022-04-18 16:37:47:678  INFO main o.s.b.c.e.t.TomcatEmbeddedServletContainer:201 - Tomcat started on port(s): 39030 (https)
2022-04-18 16:37:47:682  INFO main c.i.S.S.W.SecureAccessMngWebApplication:57 - Started SecureAccessMngWebApplication in 5.022 seconds (JVM running for 6.842)
2022-04-18 16:38:22:407  INFO https-jsse-nio-39030-exec-8 o.a.c.c.C.[.[.[/]:179 - Initializing Spring FrameworkServlet 'dispatcherServlet'
2022-04-18 16:38:22:407  INFO https-jsse-nio-39030-exec-8 o.s.w.s.DispatcherServlet:489 - FrameworkServlet 'dispatcherServlet': initialization started
2022-04-18 16:38:22:438  INFO https-jsse-nio-39030-exec-8 o.s.w.s.DispatcherServlet:508 - FrameworkServlet 'dispatcherServlet': initialization completed in 31 ms
2022-04-18 16:38:22:459  INFO https-jsse-nio-39030-exec-8 c.i.S.S.W.f.c.i.AuthenticationInterceptor:49 - URL:/eqacclog/ListPagingData.do
2022-04-18 16:38:22:460  INFO https-jsse-nio-39030-exec-8 c.i.S.S.W.f.c.i.AuthenticationInterceptor:66 - 
==========================LAB603==================================
 Request URL=/eqacclog/ListPagingData.do
 Connetion IPAddr=127.0.0.1
 Connetion X-Forwarded-For=null
	 mberSeq = 5
	 frstRegisterId = 1020jhs
	 lastUpdusrId = 1020jhs
==========================//LAB603==================================

2022-04-18 16:38:22:504  WARN https-jsse-nio-39030-exec-8 o.a.t.j.p.ConnectionPool:179 - initialSize is larger than maxActive, setting initialSize to: 5
2022-04-18 16:38:28:733  INFO https-jsse-nio-39030-exec-8 c.i.S.S.W.f.c.i.AuthenticationInterceptor:49 - URL:/eqacclog/EqList/ListData.do
2022-04-18 16:38:28:735  INFO https-jsse-nio-39030-exec-8 c.i.S.S.W.f.c.i.AuthenticationInterceptor:66 - 
==========================LAB603==================================
 Request URL=/eqacclog/EqList/ListData.do
 Connetion IPAddr=127.0.0.1
 Connetion X-Forwarded-For=null
	 idcSeq = 4
	 mberSeq = 5
	 frstRegisterId = 1020jhs
